seasonType,eventId,playOrder,playId,typeId,text,shortText,period,clockValue,clockDisplayValue,teamId,scoringPlay,shootout,wallclock,goalPositionX,goalPositionY,fieldpositionX,fieldPositionY,fieldPosition2X,fieldPosition2Y,athleteId,participant,updateDateTime
12726,714861,1,43489151,94,Harrison Howe (Stirling Albion) Yellow Card at 15',Harrison Howe Yellow Card,1,900,15',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,374509.0,Harrison Howe,2024-08-04 09:28:16
12726,714861,2,43489220,94,Callum Crane (Stirling Albion) Yellow Card at 45',Callum Crane Yellow Card,1,2700,45',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,223317.0,Callum Crane,2024-08-04 09:28:16
12726,714861,3,43489269,76,Aaron Weir (Stirling Albion) Substitution at 45',Aaron Weir Substitution,2,2700,45',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,383917.0,Aaron Weir,2024-08-04 09:28:16
12726,714861,3,43489269,76,Aaron Weir (Stirling Albion) Substitution at 45',Aaron Weir Substitution,2,2700,45',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,374509.0,Harrison Howe,2024-08-04 09:28:16
12726,714861,4,43489360,76,Cameron Mckinlay (Stirling Albion) Substitution at 57',Cameron Mckinlay Substitution,2,3420,57',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,338846.0,Cameron Mckinlay,2024-08-04 09:28:16
12726,714861,4,43489360,76,Cameron Mckinlay (Stirling Albion) Substitution at 57',Cameron Mckinlay Substitution,2,3420,57',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,355466.0,Harley Ewen,2024-08-04 09:28:16
12726,714861,5,43489385,76,Kodi Mckinstray (Edinburgh City) Substitution at 62',Kodi Mckinstray Substitution,2,3720,62',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,347005.0,Kodi Mckinstray,2024-08-04 09:28:16
12726,714861,5,43489385,76,Kodi Mckinstray (Edinburgh City) Substitution at 62',Kodi Mckinstray Substitution,2,3720,62',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,330004.0,Shea Scally,2024-08-04 09:28:16
12726,714861,6,43489414,70,Connor Young (Edinburgh City) Goal at 67',Connor Young Goal,2,4020,67',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,312026.0,Connor Young,2024-08-04 09:28:16
12726,714861,7,43489461,94,Bailey Dall (Stirling Albion) Yellow Card at 71',Bailey Dall Yellow Card,2,4260,71',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,345984.0,Bailey Dall,2024-08-04 09:28:16
12726,714861,8,43489521,76,Cooper Knox (Stirling Albion) Substitution at 77',Cooper Knox Substitution,2,4620,77',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,347282.0,Cooper Knox,2024-08-04 09:28:16
12726,714861,8,43489521,76,Cooper Knox (Stirling Albion) Substitution at 77',Cooper Knox Substitution,2,4620,77',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,345984.0,Bailey Dall,2024-08-04 09:28:16
12726,714861,9,43489592,70,Joshua Kerr (Stirling Albion) Goal at 86',Joshua Kerr Goal,2,5160,86',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,229005.0,Joshua Kerr,2024-08-04 09:28:16
12726,714861,10,43489633,70,Dale Carrick (Stirling Albion) Goal at 90',Dale Carrick Goal,2,5400,90',417,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,176836.0,Dale Carrick,2024-08-04 09:28:16
12726,714862,1,43489389,94,Andrew McCarthy (Peterhead) Yellow Card at 60',Andrew McCarthy Yellow Card,2,3600,60',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,239269.0,Andrew McCarthy,2024-08-04 09:28:16
12726,714862,2,43489423,94,Kieran Sommerville (Bonnyrigg Rose) Yellow Card at 65',Kieran Sommerville Yellow Card,2,3900,65',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,224288.0,Kieran Sommerville,2024-08-04 09:28:16
12726,714862,3,43489424,76,Ben Armour (Peterhead) Substitution at 65',Ben Armour Substitution,2,3900,65',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,193442.0,Ben Armour,2024-08-04 09:28:16
12726,714862,4,43489425,76,Sebastian Ross (Peterhead) Substitution at 65',Sebastian Ross Substitution,2,3900,65',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,239223.0,Sebastian Ross,2024-08-04 09:28:16
12726,714862,3,43489424,76,Ben Armour (Peterhead) Substitution at 65',Ben Armour Substitution,2,3900,65',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,255732.0,Jack Brown,2024-08-04 09:28:16
12726,714862,4,43489425,76,Sebastian Ross (Peterhead) Substitution at 65',Sebastian Ross Substitution,2,3900,65',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,57727.0,Rory McAllister,2024-08-04 09:28:16
12726,714862,5,43489444,76,Dean Watson (Bonnyrigg Rose) Substitution at 67',Dean Watson Substitution,2,4020,67',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,275907.0,Dean Watson,2024-08-04 09:28:16
12726,714862,5,43489444,76,Dean Watson (Bonnyrigg Rose) Substitution at 67',Dean Watson Substitution,2,4020,67',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,375257.0,Ben Scarborough,2024-08-04 09:28:16
12726,714862,6,43489495,76,Cameron Smith (Peterhead) Substitution at 72',Cameron Smith Substitution,2,4320,72',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,173126.0,Cameron Smith,2024-08-04 09:28:16
12726,714862,6,43489495,76,Cameron Smith (Peterhead) Substitution at 72',Cameron Smith Substitution,2,4320,72',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,239269.0,Andrew McCarthy,2024-08-04 09:28:16
12726,714862,7,43489529,76,Keiran Mcgachie (Bonnyrigg Rose) Substitution at 75',Keiran Mcgachie Substitution,2,4500,75',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,249014.0,Keiran Mcgachie,2024-08-04 09:28:16
12726,714862,7,43489529,76,Keiran Mcgachie (Bonnyrigg Rose) Substitution at 75',Keiran Mcgachie Substitution,2,4500,75',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,107564.0,Kallum Higginbotham,2024-08-04 09:28:16
12726,714862,8,43489530,76,Owen Waddell (Bonnyrigg Rose) Substitution at 76',Owen Waddell Substitution,2,4560,76',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366797.0,Owen Waddell,2024-08-04 09:28:16
12726,714862,8,43489530,76,Owen Waddell (Bonnyrigg Rose) Substitution at 76',Owen Waddell Substitution,2,4560,76',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,312345.0,Bradley Barrett,2024-08-04 09:28:16
12726,714862,9,43489602,94,Keiran Mcgachie (Bonnyrigg Rose) Yellow Card at 84',Keiran Mcgachie Yellow Card,2,5040,84',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,249014.0,Keiran Mcgachie,2024-08-04 09:28:16
12726,714862,10,43489632,76,Danny Strachan (Peterhead) Substitution at 87',Danny Strachan Substitution,2,5220,87',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,292263.0,Danny Strachan,2024-08-04 09:28:16
12726,714862,10,43489632,76,Danny Strachan (Peterhead) Substitution at 87',Danny Strachan Substitution,2,5220,87',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,365994.0,Caleb Goldie,2024-08-04 09:28:16
12726,714862,11,43489655,70,Ben Armour (Peterhead) Goal at 91',Ben Armour Goal,2,5400,90'+1',416,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,193442.0,Ben Armour,2024-08-04 09:28:16
12726,714862,12,43489674,93,Angus Mailer (Bonnyrigg Rose) Red Card at 96',Angus Mailer Red Card,2,5400,90'+6',10605,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,234324.0,Angus Mailer,2024-08-04 09:28:16
12726,714863,1,43489197,94,Raymond Grant (Clyde) Yellow Card at 35',Raymond Grant Yellow Card,1,2100,35',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,242603.0,Raymond Grant,2024-08-04 09:28:16
12726,714863,2,43489399,76,Lee Connelly (Clyde) Substitution at 65',Lee Connelly Substitution,2,3900,65',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,243524.0,Lee Connelly,2024-08-04 09:28:16
12726,714863,3,43489400,76,Logan Dunachie (Clyde) Substitution at 65',Logan Dunachie Substitution,2,3900,65',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,347020.0,Logan Dunachie,2024-08-04 09:28:16
12726,714863,2,43489399,76,Lee Connelly (Clyde) Substitution at 65',Lee Connelly Substitution,2,3900,65',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291653.0,Marley Redfern,2024-08-04 09:28:16
12726,714863,3,43489400,76,Logan Dunachie (Clyde) Substitution at 65',Logan Dunachie Substitution,2,3900,65',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,Jordan Allan,2024-08-04 09:28:16
12726,714863,4,43489401,76,Kieran Inglis (Forfar Athletic) Substitution at 66',Kieran Inglis Substitution,2,3960,66',408,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,260283.0,Kieran Inglis,2024-08-04 09:28:16
12726,714863,4,43489401,76,Kieran Inglis (Forfar Athletic) Substitution at 66',Kieran Inglis Substitution,2,3960,66',408,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,188460.0,Mark Whatley,2024-08-04 09:28:16
12726,714863,5,43489508,76,Robbie Leitch (Clyde) Substitution at 77',Robbie Leitch Substitution,2,4620,77',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,220706.0,Robbie Leitch,2024-08-04 09:28:16
12726,714863,6,43489509,76,Jordan Houston (Clyde) Substitution at 77',Jordan Houston Substitution,2,4620,77',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,239326.0,Jordan Houston,2024-08-04 09:28:16
12726,714863,5,43489508,76,Robbie Leitch (Clyde) Substitution at 77',Robbie Leitch Substitution,2,4620,77',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,180087.0,Andrew Murdoch,2024-08-04 09:28:16
12726,714863,6,43489509,76,Jordan Houston (Clyde) Substitution at 77',Jordan Houston Substitution,2,4620,77',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,213552.0,Thomas Robson,2024-08-04 09:28:16
12726,714863,7,43489580,76,Arran Cocks (Forfar Athletic) Substitution at 83',Arran Cocks Substitution,2,4980,83',408,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387701.0,Arran Cocks,2024-08-04 09:28:16
12726,714863,7,43489580,76,Arran Cocks (Forfar Athletic) Substitution at 83',Arran Cocks Substitution,2,4980,83',408,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,362390.0,Nathan Cannon,2024-08-04 09:28:16
12726,714863,8,43489581,76,Kyle Connell (Clyde) Substitution at 84',Kyle Connell Substitution,2,5040,84',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,292265.0,Kyle Connell,2024-08-04 09:28:16
12726,714863,8,43489581,76,Kyle Connell (Clyde) Substitution at 84',Kyle Connell Substitution,2,5040,84',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,270016.0,Martin Rennie,2024-08-04 09:28:16
12726,714863,9,43489628,94,Ross MacLean (Forfar Athletic) Yellow Card at 90',Ross MacLean Yellow Card,2,5400,90',408,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,214018.0,Ross MacLean,2024-08-04 09:28:16
12726,714864,1,43489126,94,Lewis Hyde (Elgin City) Yellow Card at 6',Lewis Hyde Yellow Card,1,360,6',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,286576.0,Lewis Hyde,2024-08-04 09:28:16
12726,714864,2,43489155,94,Kieran Millar (East Fife) Yellow Card at 20',Kieran Millar Yellow Card,1,1200,20',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,158096.0,Kieran Millar,2024-08-04 09:28:16
12726,714864,3,43489198,70,Kyle Girvan (Elgin City) Goal at 38',Kyle Girvan Goal,1,2280,38',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,282120.0,Kyle Girvan,2024-08-04 09:28:16
12726,714864,4,43489207,70,Jack Murray (Elgin City) Goal at 41',Jack Murray Goal,1,2460,41',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,152253.0,Jack Murray,2024-08-04 09:28:16
12726,714864,5,43489257,76,Scott Shepherd (East Fife) Substitution at 45',Scott Shepherd Substitution,2,2700,45',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,190256.0,Scott Shepherd,2024-08-04 09:28:16
12726,714864,5,43489257,76,Scott Shepherd (East Fife) Substitution at 45',Scott Shepherd Substitution,2,2700,45',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,293874.0,Jack Healy,2024-08-04 09:28:16
12726,714864,6,43489279,70,Russell Dingwall (Elgin City) Goal at 49',Russell Dingwall Goal,2,2940,49',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,239334.0,Russell Dingwall,2024-08-04 09:28:16
12726,714864,7,43489333,76,Sean Docherty (East Fife) Substitution at 54',Sean Docherty Substitution,2,3240,54',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,321345.0,Sean Docherty,2024-08-04 09:28:16
12726,714864,8,43489334,76,Adam Laaref (East Fife) Substitution at 54',Adam Laaref Substitution,2,3240,54',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387696.0,Adam Laaref,2024-08-04 09:28:16
12726,714864,7,43489333,76,Sean Docherty (East Fife) Substitution at 54',Sean Docherty Substitution,2,3240,54',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,113568.0,Stewart Murdoch,2024-08-04 09:28:16
12726,714864,8,43489334,76,Adam Laaref (East Fife) Substitution at 54',Adam Laaref Substitution,2,3240,54',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,260603.0,Reis Peggie,2024-08-04 09:28:16
12726,714864,9,43489372,76,Ryan Sargent (Elgin City) Substitution at 60',Ryan Sargent Substitution,2,3600,60',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,266928.0,Ryan Sargent,2024-08-04 09:28:16
12726,714864,9,43489372,76,Ryan Sargent (Elgin City) Substitution at 60',Ryan Sargent Substitution,2,3600,60',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,286576.0,Lewis Hyde,2024-08-04 09:28:16
12726,714864,10,43489383,76,Conor McManus (East Fife) Substitution at 62',Conor McManus Substitution,2,3720,62',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,221694.0,Conor McManus,2024-08-04 09:28:16
12726,714864,11,43489384,76,Patrick Slattery (East Fife) Substitution at 62',Patrick Slattery Substitution,2,3720,62',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,144447.0,Patrick Slattery,2024-08-04 09:28:16
12726,714864,10,43489383,76,Conor McManus (East Fife) Substitution at 62',Conor McManus Substitution,2,3720,62',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,158096.0,Kieran Millar,2024-08-04 09:28:16
12726,714864,11,43489384,76,Patrick Slattery (East Fife) Substitution at 62',Patrick Slattery Substitution,2,3720,62',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,365402.0,Jess Norey,2024-08-04 09:28:16
12726,714864,12,43489393,94,Dylan Gavin (Elgin City) Yellow Card at 64',Dylan Gavin Yellow Card,2,3840,64',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,310333.0,Dylan Gavin,2024-08-04 09:28:16
12726,714864,13,43489430,76,Michael Dangana (Elgin City) Substitution at 68',Michael Dangana Substitution,2,4080,68',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291445.0,Michael Dangana,2024-08-04 09:28:16
12726,714864,13,43489430,76,Michael Dangana (Elgin City) Substitution at 68',Michael Dangana Substitution,2,4080,68',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,310333.0,Dylan Gavin,2024-08-04 09:28:16
12726,714864,14,43489454,70,Andrew Munro (East Fife) Goal at 71',Andrew Munro Goal,2,4260,71',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,194882.0,Andrew Munro,2024-08-04 09:28:16
12726,714864,15,43489510,70,Conor McManus (East Fife) Goal at 76',Conor McManus Goal,2,4560,76',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,221694.0,Conor McManus,2024-08-04 09:28:16
12726,714864,16,43489578,76,Owen Cairns (Elgin City) Substitution at 84',Owen Cairns Substitution,2,5040,84',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,231546.0,Owen Cairns,2024-08-04 09:28:16
12726,714864,16,43489578,76,Owen Cairns (Elgin City) Substitution at 84',Owen Cairns Substitution,2,5040,84',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,282120.0,Kyle Girvan,2024-08-04 09:28:16
12726,714864,17,43489579,94,Ryan Sargent (Elgin City) Yellow Card at 85',Ryan Sargent Yellow Card,2,5100,85',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,266928.0,Ryan Sargent,2024-08-04 09:28:16
12726,714864,18,43489586,70,Ryan Sargent (Elgin City) Goal at 85',Ryan Sargent Goal,2,5100,85',419,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,266928.0,Ryan Sargent,2024-08-04 09:28:16
12726,714864,19,43489669,94,Scott Shepherd (East Fife) Yellow Card at 95',Scott Shepherd Yellow Card,2,5400,90'+5',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,190256.0,Scott Shepherd,2024-08-04 09:28:16
12726,714865,1,43489164,70,Deryn Lang (Stranraer) Goal at 20',Deryn Lang Goal,1,1200,20',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366556.0,Deryn Lang,2024-08-04 09:28:16
12726,714865,2,43489175,70,Elliot Dunlop (Stranraer) Goal at 26',Elliot Dunlop Goal,1,1560,26',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,364984.0,Elliot Dunlop,2024-08-04 09:28:16
12726,714865,3,43489221,94,Lewis Hunter (Spartans FC) Yellow Card at 43',Lewis Hunter Yellow Card,1,2580,43',18015,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,228932.0,Lewis Hunter,2024-08-04 09:28:16
12726,714865,4,43489311,70,Paul Watson (Spartans FC) Goal at 50',Paul Watson Goal,2,3000,50',18015,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,223328.0,Paul Watson,2024-08-04 09:28:16
12726,714865,5,43489473,76,Ryan Edgar (Stranraer) Substitution at 69',Ryan Edgar Substitution,2,4140,69',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,115743.0,Ryan Edgar,2024-08-04 09:28:16
12726,714865,6,43489474,76,Brogan Walls (Spartans FC) Substitution at 69',Brogan Walls Substitution,2,4140,69',18015,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,324310.0,Brogan Walls,2024-08-04 09:28:16
12726,714865,5,43489473,76,Ryan Edgar (Stranraer) Substitution at 69',Ryan Edgar Substitution,2,4140,69',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,327842.0,Robbie-Sylvain Foster,2024-08-04 09:28:16
12726,714865,6,43489474,76,Brogan Walls (Spartans FC) Substitution at 69',Brogan Walls Substitution,2,4140,69',18015,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,228919.0,Jamie Dishington,2024-08-04 09:28:16
12726,714865,7,43489516,94,Tomas Brindley (Stranraer) Yellow Card at 73',Tomas Brindley Yellow Card,2,4380,73',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,277580.0,Tomas Brindley,2024-08-04 09:28:16
12726,714865,8,43489517,70,Paul Watson (Spartans FC) Goal at 74',Paul Watson Goal,2,4440,74',18015,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,223328.0,Paul Watson,2024-08-04 09:28:16
12726,714865,9,43489568,76,Matthew Grant (Stranraer) Substitution at 79',Matthew Grant Substitution,2,4740,79',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,228783.0,Matthew Grant,2024-08-04 09:28:16
12726,714865,9,43489568,76,Matthew Grant (Stranraer) Substitution at 79',Matthew Grant Substitution,2,4740,79',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366556.0,Deryn Lang,2024-08-04 09:28:16
12726,714865,10,43489675,94,Kirk Mcknight (Stranraer) Yellow Card at 93',Kirk Mcknight Yellow Card,2,5400,90'+3',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,322782.0,Kirk Mcknight,2024-08-04 09:28:16
12726,714866,1,43520224,76,Deryn Lang (Stranraer) Substitution at 24',Deryn Lang Substitution,1,1440,24',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,366556.0,Deryn Lang,2024-08-11 09:17:49
12726,714866,1,43520224,76,Deryn Lang (Stranraer) Substitution at 24',Deryn Lang Substitution,1,1440,24',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,327842.0,Robbie-Sylvain Foster,2024-08-11 09:17:49
12726,714866,2,43520439,76,Logan Dunachie (Clyde) Substitution at 45',Logan Dunachie Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,347020.0,Logan Dunachie,2024-08-11 09:17:49
12726,714866,3,43520440,76,Lee Connelly (Clyde) Substitution at 45',Lee Connelly Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,243524.0,Lee Connelly,2024-08-11 09:17:49
12726,714866,4,43520441,76,Kyle Connell (Clyde) Substitution at 45',Kyle Connell Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,292265.0,Kyle Connell,2024-08-11 09:17:49
12726,714866,2,43520439,76,Logan Dunachie (Clyde) Substitution at 45',Logan Dunachie Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,186044.0,Jordan Allan,2024-08-11 09:17:49
12726,714866,3,43520440,76,Lee Connelly (Clyde) Substitution at 45',Lee Connelly Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,291653.0,Marley Redfern,2024-08-11 09:17:49
12726,714866,4,43520441,76,Kyle Connell (Clyde) Substitution at 45',Kyle Connell Substitution,2,2700,45',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,220706.0,Robbie Leitch,2024-08-11 09:17:49
12726,714866,5,43520613,94,Kirk Mcknight (Stranraer) Yellow Card at 62',Kirk Mcknight Yellow Card,2,3720,62',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,322782.0,Kirk Mcknight,2024-08-11 09:17:49
12726,714866,6,43520614,70,Raymond Grant (Clyde) Goal at 63',Raymond Grant Goal,2,3780,63',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,242603.0,Raymond Grant,2024-08-11 09:17:49
12726,714866,7,43520630,76,Ryan Edgar (Stranraer) Substitution at 64',Ryan Edgar Substitution,2,3840,64',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,115743.0,Ryan Edgar,2024-08-11 09:17:49
12726,714866,7,43520630,76,Ryan Edgar (Stranraer) Substitution at 64',Ryan Edgar Substitution,2,3840,64',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,322782.0,Kirk Mcknight,2024-08-11 09:17:49
12726,714866,8,43520747,76,Martin Rennie (Clyde) Substitution at 73',Martin Rennie Substitution,2,4380,73',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,270016.0,Martin Rennie,2024-08-11 09:17:49
12726,714866,8,43520747,76,Martin Rennie (Clyde) Substitution at 73',Martin Rennie Substitution,2,4380,73',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,263664.0,Liam Scullion,2024-08-11 09:17:49
12726,714866,9,43520808,76,Matthew Grant (Stranraer) Substitution at 78',Matthew Grant Substitution,2,4680,78',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,228783.0,Matthew Grant,2024-08-11 09:17:49
12726,714866,9,43520808,76,Matthew Grant (Stranraer) Substitution at 78',Matthew Grant Substitution,2,4680,78',407,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,77132.0,Sean Mcintosh,2024-08-11 09:17:49
12726,714866,10,43520922,76,Craig Howie (Clyde) Substitution at 83',Craig Howie Substitution,2,4980,83',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,212696.0,Craig Howie,2024-08-11 09:17:49
12726,714866,10,43520922,76,Craig Howie (Clyde) Substitution at 83',Craig Howie Substitution,2,4980,83',255,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,213552.0,Thomas Robson,2024-08-11 09:17:49
12726,714867,1,43520505,76,Shea Scally (Edinburgh City) Substitution at 56',Shea Scally Substitution,2,3360,56',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,330004.0,Shea Scally,2024-08-11 09:17:49
12726,714867,1,43520505,76,Shea Scally (Edinburgh City) Substitution at 56',Shea Scally Substitution,2,3360,56',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,347005.0,Kodi Mckinstray,2024-08-11 09:17:49
12726,714867,2,43520643,70,Liam Newton (East Fife) Goal at 68',Liam Newton Goal,2,4080,68',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,299920.0,Liam Newton,2024-08-11 09:17:49
12726,714867,3,43520684,76,Robbie Walker (Edinburgh City) Substitution at 71',Robbie Walker Substitution,2,4260,71',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,387369.0,Robbie Walker,2024-08-11 09:17:49
12726,714867,4,43520685,76,Jake Rennie (Edinburgh City) Substitution at 71',Jake Rennie Substitution,2,4260,71',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,120493.0,Jake Rennie,2024-08-11 09:17:49
12726,714867,5,43520686,94,Brian Easton (East Fife) Yellow Card at 71',Brian Easton Yellow Card,2,4260,71',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,84408.0,Brian Easton,2024-08-11 09:17:49
12726,714867,6,43520687,94,Andrew Munro (East Fife) Yellow Card at 71',Andrew Munro Yellow Card,2,4260,71',421,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,194882.0,Andrew Munro,2024-08-11 09:17:49
12726,714867,3,43520684,76,Robbie Walker (Edinburgh City) Substitution at 71',Robbie Walker Substitution,2,4260,71',2832,0,0,1980-01-01,0.0,0.0,0.0,0.0,0.0,0.0,324796.0,Robbie Hamilton,2024-08-11 09:17:49
